COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30381 
 NOMBRE    : ZILACATIPAN 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : HUAYACOCOTLA 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.65583333 ° 
 LONGITUD  : -98.34805556 ° 
 ALTITUD   : 971 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1983-05-18	0.1	NULO	NULO	NULO
1989-03-22	0	NULO	NULO	NULO
1989-03-23	0	NULO	14.5	12
1989-03-24	0	NULO	16.5	11
1989-03-25	0	NULO	15.5	12.5
1989-03-26	0	NULO	15	13
1989-03-27	0	NULO	16	13
1989-03-28	0	NULO	16	11
1989-03-29	0	NULO	17.5	12
1989-03-30	0	NULO	16.5	14
1989-03-31	0	NULO	17.5	14
1989-07-01	1.8	NULO	16.5	15
1989-07-02	0	NULO	18	15
1989-07-03	3.4	NULO	18	14
1989-07-04	0	NULO	16.5	12.5
1989-07-05	3.3	NULO	16	13.5
1989-07-06	0	NULO	14.5	10
1989-07-07	0	NULO	16.5	12
1989-07-08	1.8	NULO	14.5	11
1989-07-09	0.1	NULO	16.5	11.5
1989-07-10	0	NULO	15.5	11.5
1989-07-11	0	NULO	13.5	11.5
1989-07-12	8.3	NULO	13.5	10
1989-07-13	0	NULO	15	11
1989-07-14	0	NULO	19	11.5
1989-07-15	0	NULO	17	11
1989-07-16	0	NULO	16	15.5
1989-07-17	0	NULO	16	15
1989-07-18	0	NULO	18	13
1989-07-19	0	NULO	16.5	11
1989-07-20	0	NULO	16.5	13
1989-07-21	0	NULO	18	12
1989-07-22	1	NULO	16	12
1989-07-23	0	NULO	16	11
1989-07-24	0	NULO	16	13
1989-07-25	0	NULO	16.5	14
1989-07-26	4.4	NULO	18	12
1989-07-27	0	NULO	16	12
1989-07-28	9.3	NULO	15	12
1989-07-29	0	NULO	16	12
1989-07-30	3.8	NULO	18.5	13
1989-07-31	1.3	NULO	17	10
1989-08-01	0	NULO	18	10
1989-08-02	0	NULO	19	13
1989-08-03	0	NULO	15.5	10.5
1989-08-04	0	NULO	16	13
1989-08-05	0	NULO	17	13.5
1989-08-06	0	NULO	15	11
1989-08-07	0	NULO	16	10
1989-08-08	0.9	NULO	16	14
1989-08-09	0	NULO	16.5	13
1989-08-10	0.9	NULO	16	12
1989-08-11	0.9	NULO	15	10
1989-08-12	0.8	NULO	14	10
1989-08-13	0	NULO	16	9
1989-08-14	0.2	NULO	16	10
1989-08-15	0	NULO	17.5	13
1989-08-16	0.7	NULO	17.5	13
1989-08-17	0.3	NULO	17	10.5
1989-08-18	6	NULO	16	10
1989-08-19	0	NULO	15	13
1989-08-20	0	NULO	17.5	12
1989-08-21	0	NULO	15.5	13
1989-08-22	0	NULO	17	12
1989-08-23	0	NULO	15.5	13
1989-08-24	3.4	NULO	15	12.5
1989-08-25	2.2	NULO	15	12.5
1989-08-26	1.5	NULO	15	13
1989-08-27	0	NULO	14	11.5
1989-08-28	3.9	NULO	15	12
1989-08-29	0.4	NULO	17.5	12.5
1989-08-30	3	NULO	16.5	10
1989-08-31	0	NULO	15	12
1989-09-01	0	NULO	15	13
1989-09-02	0.2	NULO	16	11
1989-09-03	2.8	NULO	18	12
1989-09-04	3.4	NULO	17	13
1989-09-05	0.2	NULO	18	14
1989-09-06	0	NULO	17	15
1989-09-07	0	NULO	18	10
1989-09-08	0	NULO	16.5	13
1989-09-09	0	NULO	16.5	15.5
1989-09-10	0	NULO	17	14
1989-09-11	0	NULO	17.5	13
1989-09-12	0	NULO	15.5	10
1989-09-13	0	NULO	17	15
1989-09-14	0	NULO	NULO	NULO
1989-09-15	7.8	NULO	14	10
1989-09-16	7.8	NULO	11	8
1989-09-17	10.5	NULO	17	7
1989-09-18	0.3	NULO	18	1.6
1989-09-19	0.7	NULO	18	16
1989-09-20	0.8	NULO	NULO	NULO
1989-09-21	10	NULO	18.5	16
1989-09-22	11.8	NULO	14.5	13.5
1989-09-23	0	NULO	17.5	12
1989-09-24	0	NULO	11.5	9.5
1989-09-25	0	NULO	18	10
1989-09-26	0	NULO	16.5	10
1989-09-27	0	NULO	18	14.5
1989-09-28	0	NULO	18	14
1989-09-29	0	NULO	15	10
1989-09-30	0	NULO	15.5	14
1989-11-01	0	NULO	13	9
1989-11-02	1.4	NULO	14.5	10
1989-11-03	0	NULO	15.5	8
1989-11-04	0	NULO	18	8.5
1989-11-05	0	NULO	16.5	11
1989-11-06	0	NULO	17	10
1989-11-07	0	NULO	18	14
1989-11-08	0	NULO	16.5	15
1989-11-09	0	NULO	15	14
1989-11-10	0.8	NULO	15	13
1989-11-11	0.8	NULO	14	12
1989-11-12	0	NULO	13	11
1989-11-13	0	NULO	15	10
1989-11-14	0	NULO	13	11
1989-11-15	0	NULO	13	10.5
1989-11-16	0	NULO	11	10
1989-11-17	0.4	NULO	13	9
1989-11-18	0.3	NULO	13	10
1989-11-19	4.2	NULO	11	8.5
1989-11-20	0	NULO	14	7
1989-11-21	0	NULO	14	9
1989-11-22	0.3	NULO	10	9
1989-11-23	0	NULO	11	7
1989-11-24	0.8	NULO	12	7
1989-11-25	0	NULO	14	9
1989-11-26	0	NULO	15	11
1989-11-27	0	NULO	15	13
1989-11-28	0.5	NULO	12.5	11
1989-11-29	0	NULO	10	8
1989-11-30	0	NULO	11	7
1990-01-01	0	NULO	10.5	5
1990-01-02	0	NULO	14.5	5.5
1990-01-03	0	NULO	15	10
1990-01-04	0	NULO	15.5	10
1990-01-05	0	NULO	13.5	10
1990-01-06	0.2	NULO	10.5	8
1990-01-07	0	NULO	15	5
1990-01-08	0	NULO	15.5	5
1990-01-09	0	NULO	15	10
1990-01-10	0	NULO	11.5	9
1990-01-11	0	NULO	13	5.5
1990-01-12	0.1	NULO	11.5	7.5
1990-01-13	0	NULO	13	9
1990-01-14	0	NULO	12.5	10
1990-01-15	0	NULO	14.5	10
1990-01-16	0	NULO	18	11
1990-01-17	0	NULO	16.5	11
1990-01-18	0	NULO	16.5	13
1990-01-19	0	NULO	18.5	10.5
1990-01-20	0	NULO	18	15
1990-01-21	0	NULO	18	16
1990-01-22	0	NULO	17	16
1990-01-23	0	NULO	18	14.5
1990-01-24	0	NULO	15	14.5
1990-01-25	0	NULO	18	14
1990-01-26	0.8	NULO	18.5	13
1990-01-27	0	NULO	18	10.5
1990-01-28	0	NULO	15	8.5
1990-01-29	5	NULO	16	11
1990-01-30	5	NULO	16	8.5
1990-01-31	1.5	NULO	17	13
1990-02-01	0	NULO	15.5	10.5
1990-02-02	0	NULO	14	8.5
1990-02-03	0	NULO	14.5	8.5
1990-02-04	0.1	NULO	14	9
1990-02-05	0.1	NULO	11.5	7
1990-02-06	0	NULO	16.5	7
1990-02-07	0	NULO	14	7
1990-02-08	0	NULO	17	7.5
1990-02-09	0	NULO	14.5	6.5
1990-02-10	0	NULO	16.5	7
1990-02-11	0	NULO	18	10
1990-02-12	0	NULO	17.5	13.5
1990-02-13	0	NULO	17	15.5
1990-02-14	0	NULO	18.5	13
1990-02-15	0	NULO	18	10
1990-02-16	0	NULO	17	13.5
1990-02-17	0	NULO	18	10
1990-02-18	0	NULO	17.5	14
1990-02-19	0	NULO	15	13
1990-02-20	0	NULO	14.5	10
1990-02-21	0	NULO	14.5	10.5
1990-02-22	2	NULO	14.5	11
1990-02-23	0	NULO	15	13
1990-02-24	0.1	NULO	14	10
1990-02-25	0	NULO	13	8.5
1990-02-26	0	NULO	16	9
1990-02-27	0	NULO	16.5	9.5
1990-02-28	0	NULO	17	9.5
1990-03-01	0	NULO	15	10
1990-03-02	0	NULO	14.5	13
1990-03-03	0	NULO	11.5	10
1990-03-04	0.1	NULO	13	8.5
1990-03-05	0.5	NULO	10.5	8.5
1990-03-06	0	NULO	12.5	7.5
1990-03-07	0	NULO	16.5	8
1990-03-08	0	NULO	14.5	7.5
1990-03-09	4	NULO	12	7.5
1990-03-10	0	NULO	13.5	5
1990-03-11	0	NULO	15	10.5
1990-03-12	0	NULO	13.5	12
1990-03-13	0	NULO	13	10
1990-03-14	0	NULO	12.5	11
1990-03-15	0	NULO	10	7
1990-03-16	0	NULO	10	5
1990-03-17	0	NULO	14	5.5
1990-03-18	0	NULO	15	7
1990-03-19	0	NULO	15	10
1990-03-20	0	NULO	14.5	13
1990-03-21	0	NULO	15	10
1990-03-22	0	NULO	14.5	11.5
1990-03-23	0	NULO	16	13
1990-03-24	0	NULO	15	13.5
1990-03-25	5.9	NULO	15	10
1990-03-26	0.3	NULO	17	5
1990-03-27	0	NULO	18.5	10.5
1990-03-28	0	NULO	17.5	13.5
1990-03-29	0	NULO	15	13
1990-03-30	0	NULO	15	12.5
1990-03-31	0	NULO	14.5	13
